Training_ID,Employee_ID,Training_Name,Provider,Start_Date,End_Date,Training_Cost,Certification_Status
T002863,E01350,Six Sigma Green Belt,ASQ,2024-05-14,2024-05-20,523.35,Completed
T002864,E01351,Power BI for Business,Microsoft Learn,2024-05-12,2024-05-20,1272.17,In Progress
T002865,E01351,Customer Service Excellence,Internal L&D,2025-02-22,2025-02-26,1737.42,Completed
T002866,E01351,Cybersecurity Awareness,Udemy,2021-12-09,2021-12-17,1676.3,Completed
T002867,E01351,Sales Negotiation Skills,Miller Heiman,2022-04-06,2022-04-09,3087.6,In Progress
T002868,E01351,Cloud Computing Fundamentals,AWS Training,2022-07-17,2022-07-23,1260.56,In Progress
T002869,E01351,Project Management Professional,PMI,2024-06-06,2024-06-15,548.7,Not Certified
T002870,E01352,Advanced Excel & Data Analysis,Coursera,2025-04-10,2025-04-13,2334.75,Completed
T002871,E01352,Financial Modeling,Wall Street Prep,2024-07-02,2024-07-10,2621.75,Completed
T002872,E01352,Leadership Excellence,Dale Carnegie,2024-06-24,2024-06-30,1810.86,In Progress
T002873,E01352,Customer Service Excellence,Internal L&D,2024-02-13,2024-02-22,3210.87,Completed
T002874,E01353,Customer Service Excellence,Internal L&D,2025-06-08,2025-06-17,2016.79,Completed
T002875,E01353,Diversity & Inclusion Workshop,Internal L&D,2023-08-27,2023-09-06,1247.3,Completed
T002876,E01353,Financial Modeling,Wall Street Prep,2022-10-17,2022-10-26,510.71,Completed
T002877,E01354,Cloud Computing Fundamentals,AWS Training,2025-04-04,2025-04-07,3067.51,Completed
T002878,E01354,Customer Service Excellence,Internal L&D,2024-10-19,2024-10-29,1122.92,Completed
T002879,E01354,Power BI for Business,Microsoft Learn,2023-12-01,2023-12-06,2646.09,Not Certified
T002880,E01355,Advanced Excel & Data Analysis,Coursera,2024-11-03,2024-11-09,846.46,Not Certified
T002881,E01355,Workplace Safety & Compliance,Internal L&D,2025-03-14,2025-03-16,2408.53,Completed
T002882,E01355,Cloud Computing Fundamentals,AWS Training,2024-03-04,2024-03-09,219.01,Completed
T002883,E01356,Python for Data Analysis,Coursera,2024-12-12,2024-12-17,774.81,Completed
T002884,E01356,Workplace Safety & Compliance,Internal L&D,2025-02-17,2025-02-26,2794.85,In Progress
T002885,E01356,Sales Negotiation Skills,Miller Heiman,2023-10-18,2023-10-24,2033.0,Completed
T002886,E01357,Six Sigma Green Belt,ASQ,2020-07-10,2020-07-15,378.31,Not Certified
T002887,E01359,Effective Communication,LinkedIn Learning,2023-02-13,2023-02-21,1490.79,Not Certified
T002888,E01360,Financial Modeling,Wall Street Prep,2025-03-04,2025-03-06,772.18,Completed
T002889,E01360,Cybersecurity Awareness,Udemy,2025-06-03,2025-06-10,1542.37,Not Certified
T002890,E01361,Cybersecurity Awareness,Udemy,2024-08-31,2024-09-02,1839.13,Completed
T002891,E01361,Advanced Excel & Data Analysis,Coursera,2025-05-11,2025-05-13,2622.18,Completed
T002892,E01361,Workplace Safety & Compliance,Internal L&D,2025-05-08,2025-05-16,3173.26,Completed
T002893,E01364,Six Sigma Green Belt,ASQ,2021-08-04,2021-08-07,2054.96,Not Certified
T002894,E01364,Workplace Safety & Compliance,Internal L&D,2021-10-15,2021-10-25,2148.68,In Progress
T002895,E01364,Project Management Professional,PMI,2023-07-19,2023-07-25,2398.33,In Progress
T002896,E01364,Cybersecurity Awareness,Udemy,2024-12-08,2024-12-11,1490.13,Completed
T002897,E01364,Workplace Safety & Compliance,Internal L&D,2023-06-20,2023-06-27,2070.26,In Progress
T002898,E01365,Power BI for Business,Microsoft Learn,2024-05-03,2024-05-13,1663.18,Completed
T002899,E01367,Python for Data Analysis,Coursera,2023-05-08,2023-05-18,3251.9,In Progress
T002900,E01367,Advanced Excel & Data Analysis,Coursera,2024-02-11,2024-02-15,2053.4,Completed
T002901,E01368,Six Sigma Green Belt,ASQ,2022-05-16,2022-05-25,2192.16,Completed
T002902,E01368,Cybersecurity Awareness,Udemy,2022-06-28,2022-07-08,605.8,Not Certified
T002903,E01369,Customer Service Excellence,Internal L&D,2022-10-26,2022-10-29,2440.71,Completed
T002904,E01369,Project Management Professional,PMI,2023-01-03,2023-01-09,1513.19,Not Certified
T002905,E01370,Financial Modeling,Wall Street Prep,2022-07-18,2022-07-27,282.61,Not Certified
T002906,E01370,Six Sigma Green Belt,ASQ,2022-04-02,2022-04-06,3278.93,Completed
T002907,E01370,Leadership Excellence,Dale Carnegie,2021-11-03,2021-11-06,3446.77,Completed
T002908,E01371,Six Sigma Green Belt,ASQ,2024-07-26,2024-07-29,750.71,In Progress
T002909,E01374,Sales Negotiation Skills,Miller Heiman,2024-07-06,2024-07-14,990.3,Completed
T002910,E01374,Advanced Excel & Data Analysis,Coursera,2023-07-03,2023-07-05,1927.62,Completed
T002911,E01374,Cybersecurity Awareness,Udemy,2024-01-05,2024-01-08,3168.86,In Progress
T002912,E01374,Effective Communication,LinkedIn Learning,2023-08-24,2023-08-30,2003.89,Completed
T002913,E01375,Python for Data Analysis,Coursera,2022-05-02,2022-05-07,866.4,Completed
T002914,E01376,Cybersecurity Awareness,Udemy,2024-09-30,2024-10-02,2026.87,Completed
T002915,E01377,Workplace Safety & Compliance,Internal L&D,2024-10-20,2024-10-23,633.36,In Progress
T002916,E01377,Project Management Professional,PMI,2025-02-16,2025-02-26,1644.92,In Progress
T002917,E01377,Python for Data Analysis,Coursera,2025-03-13,2025-03-19,1646.62,Completed
T002918,E01378,Customer Service Excellence,Internal L&D,2021-12-21,2021-12-30,357.41,Not Certified
T002919,E01378,Customer Service Excellence,Internal L&D,2020-07-19,2020-07-26,2112.48,Not Certified
T002920,E01378,Customer Service Excellence,Internal L&D,2024-10-06,2024-10-08,2899.96,Completed
T002921,E01378,Leadership Excellence,Dale Carnegie,2022-04-30,2022-05-05,3234.48,Completed
T002922,E01378,Advanced Excel & Data Analysis,Coursera,2023-01-14,2023-01-21,962.18,Not Certified
T002923,E01379,Customer Service Excellence,Internal L&D,2025-05-11,2025-05-19,312.52,Not Certified
T002924,E01379,Financial Modeling,Wall Street Prep,2023-05-12,2023-05-18,2764.77,Completed
T002925,E01379,Project Management Professional,PMI,2024-07-20,2024-07-30,2437.74,In Progress
T002926,E01379,Cybersecurity Awareness,Udemy,2022-01-11,2022-01-16,3093.88,Completed
T002927,E01379,Effective Communication,LinkedIn Learning,2023-09-12,2023-09-20,2125.8,Not Certified
T002928,E01379,Workplace Safety & Compliance,Internal L&D,2023-11-14,2023-11-20,1263.77,Completed
T002929,E01380,Advanced Excel & Data Analysis,Coursera,2023-08-05,2023-08-09,517.83,Completed
T002930,E01380,Project Management Professional,PMI,2023-09-23,2023-09-29,1785.99,Completed
T002931,E01380,Workplace Safety & Compliance,Internal L&D,2024-04-01,2024-04-11,340.61,Completed
T002932,E01380,Cloud Computing Fundamentals,AWS Training,2024-03-25,2024-04-01,166.58,In Progress
T002933,E01381,Customer Service Excellence,Internal L&D,2022-03-20,2022-03-25,1897.22,Not Certified
T002934,E01381,Cloud Computing Fundamentals,AWS Training,2023-06-02,2023-06-09,2255.22,Completed
T002935,E01381,Cybersecurity Awareness,Udemy,2022-05-27,2022-05-29,480.67,Completed
T002936,E01381,Diversity & Inclusion Workshop,Internal L&D,2022-04-02,2022-04-08,1821.46,Completed
T002937,E01381,Sales Negotiation Skills,Miller Heiman,2022-09-26,2022-10-05,2757.89,Completed
T002938,E01384,Sales Negotiation Skills,Miller Heiman,2024-07-30,2024-08-04,3034.97,Not Certified
T002939,E01384,Sales Negotiation Skills,Miller Heiman,2025-02-05,2025-02-09,2964.59,In Progress
T002940,E01385,Cybersecurity Awareness,Udemy,2024-03-31,2024-04-06,1461.77,Completed
T002941,E01385,Cybersecurity Awareness,Udemy,2024-05-20,2024-05-26,1620.21,Completed
T002942,E01386,Workplace Safety & Compliance,Internal L&D,2021-10-05,2021-10-13,3344.86,Completed
T002943,E01386,Leadership Excellence,Dale Carnegie,2021-12-06,2021-12-10,1592.82,In Progress
T002944,E01386,Six Sigma Green Belt,ASQ,2020-06-23,2020-06-27,1159.01,Completed
T002945,E01386,Python for Data Analysis,Coursera,2025-02-19,2025-02-22,1817.47,In Progress
T002946,E01386,Cybersecurity Awareness,Udemy,2025-05-13,2025-05-19,740.25,In Progress
T002947,E01386,Leadership Excellence,Dale Carnegie,2022-05-05,2022-05-14,1187.37,Not Certified
T002948,E01387,Power BI for Business,Microsoft Learn,2025-06-06,2025-06-08,1943.25,Completed
T002949,E01388,Leadership Excellence,Dale Carnegie,2021-02-09,2021-02-16,1222.37,Not Certified
T002950,E01388,Customer Service Excellence,Internal L&D,2021-08-09,2021-08-19,2082.9,Completed
T002951,E01388,Six Sigma Green Belt,ASQ,2021-05-17,2021-05-22,2432.56,Not Certified
T002952,E01388,Project Management Professional,PMI,2022-02-20,2022-02-23,2089.41,Not Certified
T002953,E01388,Effective Communication,LinkedIn Learning,2022-08-01,2022-08-05,724.19,In Progress
T002954,E01388,Customer Service Excellence,Internal L&D,2023-01-21,2023-01-26,1302.2,Completed
T002955,E01389,Diversity & Inclusion Workshop,Internal L&D,2023-10-03,2023-10-10,3179.79,Not Certified
T002956,E01389,Workplace Safety & Compliance,Internal L&D,2024-11-11,2024-11-17,1613.32,Completed
T002957,E01389,Agile & Scrum Master,Scrum.org,2022-07-26,2022-08-01,3001.35,Completed
T002958,E01389,Project Management Professional,PMI,2022-11-29,2022-12-05,626.53,Completed
T002959,E01389,Diversity & Inclusion Workshop,Internal L&D,2024-07-04,2024-07-09,1932.51,Completed
T002960,E01389,Agile & Scrum Master,Scrum.org,2024-08-28,2024-09-03,2880.85,Completed
T002961,E01390,Financial Modeling,Wall Street Prep,2025-01-01,2025-01-03,722.38,Completed
T002962,E01392,Python for Data Analysis,Coursera,2025-06-14,2025-06-19,2577.82,Completed
T002963,E01393,Customer Service Excellence,Internal L&D,2023-02-26,2023-02-28,2576.68,Completed
T002964,E01393,Power BI for Business,Microsoft Learn,2024-12-10,2024-12-13,1423.95,Completed
T002965,E01393,Workplace Safety & Compliance,Internal L&D,2024-10-11,2024-10-16,551.27,In Progress
T002966,E01393,Python for Data Analysis,Coursera,2025-06-10,2025-06-13,1942.39,Completed
T002967,E01394,Six Sigma Green Belt,ASQ,2024-12-08,2024-12-15,2130.95,In Progress
T002968,E01395,Sales Negotiation Skills,Miller Heiman,2025-05-16,2025-05-19,2766.06,Not Certified
T002969,E01396,Advanced Excel & Data Analysis,Coursera,2023-12-07,2023-12-11,1574.83,In Progress
T002970,E01396,Sales Negotiation Skills,Miller Heiman,2023-05-19,2023-05-24,3398.52,Not Certified
T002971,E01397,Cybersecurity Awareness,Udemy,2025-02-20,2025-02-28,3136.65,In Progress
T002972,E01399,Six Sigma Green Belt,ASQ,2024-05-09,2024-05-12,1736.49,Completed
T002973,E01403,Python for Data Analysis,Coursera,2022-10-18,2022-10-28,2684.8,Completed
T002974,E01405,Project Management Professional,PMI,2024-01-21,2024-01-23,506.58,In Progress
T002975,E01405,Cybersecurity Awareness,Udemy,2023-09-25,2023-10-02,838.77,Completed
T002976,E01405,Customer Service Excellence,Internal L&D,2023-06-23,2023-06-28,1012.73,Completed
T002977,E01405,Six Sigma Green Belt,ASQ,2022-09-13,2022-09-22,3267.75,Completed
T002978,E01405,Project Management Professional,PMI,2022-12-30,2023-01-08,3426.11,In Progress
T002979,E01406,Diversity & Inclusion Workshop,Internal L&D,2025-02-09,2025-02-15,2635.36,Completed
T002980,E01406,Cloud Computing Fundamentals,AWS Training,2024-10-18,2024-10-21,1321.06,Completed
T002981,E01406,Six Sigma Green Belt,ASQ,2024-11-02,2024-11-11,1190.84,Completed
T002982,E01407,Leadership Excellence,Dale Carnegie,2020-10-20,2020-10-22,2999.78,Completed
T002983,E01407,Financial Modeling,Wall Street Prep,2023-03-26,2023-04-01,276.57,Completed
T002984,E01407,Agile & Scrum Master,Scrum.org,2022-06-19,2022-06-29,1464.32,Completed
T002985,E01407,Cybersecurity Awareness,Udemy,2025-03-26,2025-03-28,1160.16,Not Certified
T002986,E01407,Six Sigma Green Belt,ASQ,2024-04-11,2024-04-19,2145.2,Completed
T002987,E01407,Workplace Safety & Compliance,Internal L&D,2024-03-03,2024-03-06,2456.89,Completed
T002988,E01408,Workplace Safety & Compliance,Internal L&D,2022-05-01,2022-05-09,2764.84,Completed
T002989,E01408,Leadership Excellence,Dale Carnegie,2023-01-17,2023-01-23,1159.91,Not Certified
T002990,E01408,Effective Communication,LinkedIn Learning,2023-08-13,2023-08-16,289.84,Completed
T002991,E01408,Leadership Excellence,Dale Carnegie,2022-04-10,2022-04-18,1894.28,Not Certified
T002992,E01409,Sales Negotiation Skills,Miller Heiman,2025-04-20,2025-04-25,1025.89,Completed
T002993,E01409,Financial Modeling,Wall Street Prep,2024-04-13,2024-04-22,1758.26,Not Certified
T002994,E01410,Customer Service Excellence,Internal L&D,2022-08-30,2022-09-01,3358.84,Not Certified
T002995,E01410,Cybersecurity Awareness,Udemy,2022-02-26,2022-02-28,3424.32,Completed
T002996,E01410,Leadership Excellence,Dale Carnegie,2023-08-25,2023-08-31,2839.35,Completed
T002997,E01410,Power BI for Business,Microsoft Learn,2022-01-29,2022-02-04,1890.07,Not Certified
T002998,E01410,Six Sigma Green Belt,ASQ,2022-09-01,2022-09-07,2575.13,Not Certified
T002999,E01410,Sales Negotiation Skills,Miller Heiman,2022-03-01,2022-03-08,2326.01,Not Certified
T003000,E01411,Workplace Safety & Compliance,Internal L&D,2022-04-12,2022-04-16,2561.41,Completed
T003001,E01411,Six Sigma Green Belt,ASQ,2022-08-11,2022-08-17,279.75,Completed
T003002,E01411,Customer Service Excellence,Internal L&D,2024-06-25,2024-07-05,2263.33,Completed
T003003,E01411,Cybersecurity Awareness,Udemy,2023-06-20,2023-06-23,2893.88,Completed
T003004,E01411,Effective Communication,LinkedIn Learning,2022-10-21,2022-10-26,794.48,Completed
T003005,E01411,Financial Modeling,Wall Street Prep,2024-06-28,2024-07-02,353.2,Completed
T003006,E01412,Project Management Professional,PMI,2025-06-20,2025-06-27,967.0,Completed
T003007,E01413,Leadership Excellence,Dale Carnegie,2023-04-16,2023-04-20,2572.2,Completed
T003008,E01413,Leadership Excellence,Dale Carnegie,2023-07-24,2023-08-01,1537.13,Not Certified
T003009,E01413,Advanced Excel & Data Analysis,Coursera,2023-01-07,2023-01-15,1014.32,In Progress
T003010,E01413,Six Sigma Green Belt,ASQ,2022-11-01,2022-11-10,1554.58,Completed
T003011,E01413,Financial Modeling,Wall Street Prep,2023-10-30,2023-11-05,655.22,In Progress
T003012,E01413,Customer Service Excellence,Internal L&D,2024-12-15,2024-12-24,2716.17,In Progress
T003013,E01414,Advanced Excel & Data Analysis,Coursera,2020-07-30,2020-08-09,2649.63,In Progress
T003014,E01414,Six Sigma Green Belt,ASQ,2020-06-09,2020-06-13,2033.22,Completed
T003015,E01414,Sales Negotiation Skills,Miller Heiman,2021-06-16,2021-06-18,1764.48,In Progress
T003016,E01414,Sales Negotiation Skills,Miller Heiman,2021-02-13,2021-02-18,2116.57,Completed
T003017,E01415,Power BI for Business,Microsoft Learn,2022-06-05,2022-06-11,1459.87,Completed
T003018,E01415,Financial Modeling,Wall Street Prep,2021-05-02,2021-05-08,897.16,Not Certified
T003019,E01415,Workplace Safety & Compliance,Internal L&D,2021-04-10,2021-04-16,2608.48,Completed
T003020,E01415,Project Management Professional,PMI,2022-01-19,2022-01-25,1733.55,Completed
T003021,E01416,Six Sigma Green Belt,ASQ,2023-02-15,2023-02-24,2680.52,Completed
T003022,E01416,Customer Service Excellence,Internal L&D,2025-05-17,2025-05-25,3305.14,Completed
T003023,E01416,Customer Service Excellence,Internal L&D,2024-07-07,2024-07-13,2776.24,Completed
T003024,E01417,Python for Data Analysis,Coursera,2024-10-16,2024-10-26,2577.59,Completed
T003025,E01418,Python for Data Analysis,Coursera,2024-02-18,2024-02-25,2407.18,In Progress
T003026,E01418,Effective Communication,LinkedIn Learning,2025-02-23,2025-02-27,2547.98,Not Certified
T003027,E01418,Diversity & Inclusion Workshop,Internal L&D,2025-01-17,2025-01-25,2993.52,Not Certified
T003028,E01419,Python for Data Analysis,Coursera,2024-12-24,2024-12-27,2224.75,Completed
T003029,E01419,Project Management Professional,PMI,2023-02-20,2023-02-22,2071.89,Completed
T003030,E01419,Workplace Safety & Compliance,Internal L&D,2024-10-18,2024-10-26,2600.54,In Progress
T003031,E01419,Workplace Safety & Compliance,Internal L&D,2025-05-16,2025-05-19,1765.48,In Progress
T003032,E01419,Effective Communication,LinkedIn Learning,2024-03-13,2024-03-17,669.84,Completed
T003033,E01420,Cybersecurity Awareness,Udemy,2024-07-06,2024-07-11,2436.09,Completed
T003034,E01420,Leadership Excellence,Dale Carnegie,2023-09-22,2023-09-28,1841.63,Completed
T003035,E01422,Power BI for Business,Microsoft Learn,2025-02-09,2025-02-11,2596.79,Completed
T003036,E01422,Cybersecurity Awareness,Udemy,2025-01-27,2025-01-29,1111.19,Completed
T003037,E01423,Cloud Computing Fundamentals,AWS Training,2022-09-28,2022-10-03,1818.93,Completed
T003038,E01423,Diversity & Inclusion Workshop,Internal L&D,2022-10-25,2022-10-27,2493.33,Completed
T003039,E01424,Effective Communication,LinkedIn Learning,2024-08-27,2024-08-30,225.59,Completed
T003040,E01425,Cybersecurity Awareness,Udemy,2022-12-01,2022-12-03,3291.29,In Progress
T003041,E01426,Leadership Excellence,Dale Carnegie,2022-07-04,2022-07-12,2038.98,Not Certified
T003042,E01427,Diversity & Inclusion Workshop,Internal L&D,2023-09-05,2023-09-12,2765.28,Completed
T003043,E01428,Project Management Professional,PMI,2024-09-17,2024-09-20,2492.44,Not Certified
T003044,E01428,Agile & Scrum Master,Scrum.org,2025-05-29,2025-06-08,3061.22,Not Certified
T003045,E01428,Effective Communication,LinkedIn Learning,2024-05-20,2024-05-26,3007.12,In Progress
T003046,E01429,Six Sigma Green Belt,ASQ,2021-02-07,2021-02-12,1040.64,Not Certified
T003047,E01429,Advanced Excel & Data Analysis,Coursera,2021-04-25,2021-04-28,1407.13,Completed
T003048,E01430,Python for Data Analysis,Coursera,2024-11-14,2024-11-23,257.92,Not Certified
T003049,E01432,Agile & Scrum Master,Scrum.org,2021-03-19,2021-03-21,2878.16,Completed
T003050,E01432,Project Management Professional,PMI,2023-10-15,2023-10-22,1034.11,Not Certified
T003051,E01432,Six Sigma Green Belt,ASQ,2023-01-26,2023-01-31,2147.16,Completed
T003052,E01432,Power BI for Business,Microsoft Learn,2023-06-19,2023-06-25,2632.49,Completed
T003053,E01432,Cybersecurity Awareness,Udemy,2021-09-04,2021-09-13,169.98,Not Certified
T003054,E01432,Six Sigma Green Belt,ASQ,2024-05-11,2024-05-13,760.35,Completed
T003055,E01433,Advanced Excel & Data Analysis,Coursera,2021-12-28,2022-01-04,1583.23,Completed
T003056,E01434,Workplace Safety & Compliance,Internal L&D,2021-10-29,2021-11-04,1006.82,Completed
T003057,E01434,Cloud Computing Fundamentals,AWS Training,2022-06-07,2022-06-16,1292.68,Not Certified
T003058,E01434,Customer Service Excellence,Internal L&D,2021-09-30,2021-10-07,1015.59,In Progress
T003059,E01435,Project Management Professional,PMI,2022-03-18,2022-03-26,1495.14,Completed
T003060,E01435,Agile & Scrum Master,Scrum.org,2022-03-04,2022-03-08,2944.42,In Progress
T003061,E01435,Diversity & Inclusion Workshop,Internal L&D,2022-02-09,2022-02-11,1092.26,In Progress
T003062,E01436,Effective Communication,LinkedIn Learning,2025-05-18,2025-05-24,3488.61,In Progress
T003063,E01436,Advanced Excel & Data Analysis,Coursera,2024-01-22,2024-01-25,3164.43,Not Certified
