Performance_ID,Employee_ID,Review_Date,Reviewer_ID,KPI_Score,Productivity_Score,Attendance_Score,Teamwork_Score,Overall_Rating,Promotion_Recommendation
PF004637,E01428,2025-03-25,E00524,71.1,75.5,81.4,72.4,Good,No
PF004638,E01429,2021-06-24,E01429,91.1,82.6,65.6,83.1,Good,Yes
PF004639,E01429,2021-12-23,E01429,78.2,63.2,94.4,75.3,Good,No
PF004640,E01429,2022-06-23,E01429,74.4,76.9,86.3,71.4,Good,Yes
PF004641,E01430,2025-03-10,E00944,90.1,88.8,59.8,69.7,Good,Yes
PF004642,E01431,2023-12-16,E01431,68.6,90.2,77.5,79.3,Good,No
PF004643,E01431,2024-06-15,E01431,57.9,65.3,67.3,73.7,Average,No
PF004644,E01431,2024-12-14,E01431,77.9,77.2,79.0,89.2,Good,No
PF004645,E01431,2025-06-14,E01431,77.8,66.6,94.6,79.5,Good,No
PF004646,E01432,2021-09-12,E01432,71.9,75.9,83.5,76.8,Good,Yes
PF004647,E01432,2022-03-13,E01432,95.2,72.0,87.4,73.4,Good,No
PF004648,E01432,2022-09-11,E01432,95.7,76.8,82.9,79.2,Good,No
PF004649,E01432,2023-03-12,E01432,63.2,78.4,78.9,69.7,Good,No
PF004650,E01432,2023-09-10,E01432,80.0,90.1,89.4,75.4,Good,No
PF004651,E01432,2024-03-10,E01432,76.4,47.6,77.3,93.5,Good,No
PF004652,E01432,2024-09-08,E01432,94.5,64.6,82.5,81.5,Good,No
PF004653,E01432,2025-03-09,E01432,81.7,81.3,78.7,87.1,Good,No
PF004654,E01433,2020-08-30,E00678,72.4,67.4,77.4,62.4,Average,No
PF004655,E01433,2021-02-28,E00678,91.1,84.2,67.7,88.8,Good,Yes
PF004656,E01433,2021-08-29,E00678,86.2,54.5,94.4,57.4,Good,No
PF004657,E01433,2022-02-27,E00678,78.4,79.0,79.4,68.8,Good,No
PF004658,E01433,2022-08-28,E00678,93.9,70.8,77.1,89.2,Good,No
PF004659,E01433,2023-02-26,E00678,87.1,80.0,75.0,78.0,Good,No
PF004660,E01433,2023-08-27,E00678,97.5,90.2,69.4,74.0,Good,No
PF004661,E01433,2024-02-25,E00678,68.0,66.1,78.1,66.2,Average,No
PF004662,E01433,2024-08-25,E00678,53.8,94.7,73.3,90.5,Good,No
PF004663,E01433,2025-02-23,E00678,74.8,92.0,98.3,80.9,Good,No
PF004664,E01434,2021-05-03,E00299,55.3,83.7,66.2,76.5,Good,No
PF004665,E01434,2021-11-01,E00299,75.5,51.1,77.3,87.1,Good,Yes
PF004666,E01434,2022-05-02,E00299,77.5,92.7,75.8,66.7,Good,Yes
PF004667,E01435,2022-02-12,E00056,95.8,78.7,79.8,88.9,Good,No
PF004668,E01435,2022-08-13,E00056,64.0,71.5,63.2,82.3,Good,No
PF004669,E01435,2023-02-11,E00056,82.3,94.4,67.5,85.4,Good,Yes
PF004670,E01436,2023-07-26,E00881,78.3,71.0,71.7,69.2,Good,Yes
PF004671,E01436,2024-01-24,E00881,79.1,90.2,92.7,71.2,Good,Yes
PF004672,E01436,2024-07-24,E00881,80.3,90.9,94.3,66.1,Good,No
PF004673,E01436,2025-01-22,E00881,86.1,79.0,70.7,81.6,Good,No
PF004674,E01437,2022-04-15,E01419,64.8,67.1,71.9,64.5,Average,No
PF004675,E01437,2022-10-14,E01419,83.2,88.9,84.3,85.1,Good,No
PF004676,E01437,2023-04-14,E01419,67.6,68.2,81.2,67.5,Good,No
PF004677,E01437,2023-10-13,E01419,80.6,81.2,90.3,79.2,Good,Yes
PF004678,E01437,2024-04-12,E01419,75.0,76.4,76.1,62.6,Good,No
PF004679,E01437,2024-10-11,E01419,73.6,62.6,83.4,64.7,Good,Yes
PF004680,E01437,2025-04-11,E01419,60.8,77.2,79.3,76.6,Good,No
PF004681,E01438,2023-01-08,E00140,89.6,82.3,89.7,73.9,Good,Yes
PF004682,E01438,2023-07-09,E00140,75.7,79.2,60.2,100.0,Good,Yes
PF004683,E01438,2024-01-07,E00140,73.9,84.7,76.5,79.0,Good,Yes
PF004684,E01438,2024-07-07,E00140,80.7,87.2,74.7,76.8,Good,No
PF004685,E01438,2025-01-05,E00140,73.0,78.3,71.3,83.9,Good,No
PF004686,E01439,2025-05-11,E00238,65.2,61.0,81.7,65.8,Average,No
PF004687,E01442,2020-12-02,E00396,55.2,95.2,77.2,93.1,Good,No
PF004688,E01442,2021-06-02,E00396,72.6,68.5,71.1,74.2,Good,Yes
PF004689,E01442,2021-12-01,E00396,88.0,48.5,94.9,87.5,Good,No
PF004690,E01442,2022-06-01,E00396,47.1,56.6,70.1,88.1,Average,No
PF004691,E01442,2022-11-30,E00396,84.3,53.1,81.7,77.3,Good,Yes
PF004692,E01442,2023-05-31,E00396,64.1,64.2,86.4,59.1,Average,No
PF004693,E01442,2023-11-29,E00396,85.9,69.0,88.3,64.9,Good,Yes
PF004694,E01442,2024-05-29,E00396,85.4,72.5,78.1,73.2,Good,No
PF004695,E01442,2024-11-27,E00396,66.7,72.3,79.7,95.0,Good,No
PF004696,E01442,2025-05-28,E00396,91.5,91.9,69.8,78.3,Good,No
PF004697,E01443,2025-01-06,E00396,53.9,88.0,75.5,63.2,Good,Yes
PF004698,E01444,2023-03-16,E00841,68.5,71.9,90.0,67.8,Good,No
PF004699,E01444,2023-09-14,E00841,87.4,87.8,73.1,71.0,Good,No
PF004700,E01444,2024-03-14,E00841,79.9,87.4,87.6,80.6,Good,Yes
PF004701,E01444,2024-09-12,E00841,55.3,69.7,79.1,70.5,Average,No
PF004702,E01444,2025-03-13,E00841,75.9,55.5,78.7,59.9,Average,No
PF004703,E01445,2021-03-20,E00365,69.8,68.8,76.3,68.2,Good,No
PF004704,E01445,2021-09-18,E00365,77.9,45.4,87.5,75.8,Good,No
PF004705,E01445,2022-03-19,E00365,85.7,55.2,76.7,54.3,Average,No
PF004706,E01445,2022-09-17,E00365,75.4,84.4,85.7,99.4,Good,No
PF004707,E01445,2023-03-18,E00365,86.8,67.6,68.9,81.2,Good,No
PF004708,E01445,2023-09-16,E00365,76.8,84.4,72.2,70.9,Good,No
PF004709,E01445,2024-03-16,E00365,79.4,83.0,69.9,79.5,Good,Yes
PF004710,E01445,2024-09-14,E00365,85.1,89.3,75.3,57.1,Good,No
PF004711,E01446,2021-08-12,E01177,82.2,79.7,73.7,82.3,Good,Yes
PF004712,E01446,2022-02-10,E01177,79.3,92.9,84.6,72.4,Good,Yes
PF004713,E01446,2022-08-11,E01177,94.6,57.5,82.1,51.7,Good,Yes
PF004714,E01447,2021-12-15,E01332,46.7,79.3,86.0,53.6,Average,No
PF004715,E01447,2022-06-15,E01332,92.5,30.8,74.5,49.5,Average,No
PF004716,E01447,2022-12-14,E01332,82.4,77.9,94.0,75.0,Good,Yes
PF004717,E01447,2023-06-14,E01332,87.4,59.4,92.2,66.5,Good,Yes
PF004718,E01447,2023-12-13,E01332,88.6,76.3,84.9,67.4,Good,No
PF004719,E01447,2024-06-12,E01332,66.1,71.7,87.8,90.6,Good,No
PF004720,E01447,2024-12-11,E01332,87.2,84.5,76.4,100.0,Good,No
PF004721,E01447,2025-06-11,E01332,73.4,93.5,72.6,85.0,Good,No
PF004722,E01448,2024-11-21,E01372,74.2,88.9,73.5,76.1,Good,Yes
PF004723,E01448,2025-05-22,E01372,92.7,59.5,76.9,70.9,Good,No
PF004724,E01449,2023-05-02,E00518,71.9,82.0,97.4,69.9,Good,Yes
PF004725,E01449,2023-10-31,E00518,80.4,84.6,71.9,78.5,Good,No
PF004726,E01449,2024-04-30,E00518,72.5,67.8,83.6,83.0,Good,Yes
PF004727,E01449,2024-10-29,E00518,60.0,77.0,64.7,77.2,Average,No
PF004728,E01449,2025-04-29,E00518,78.4,75.3,89.6,79.2,Good,No
PF004729,E01450,2025-03-20,E01163,69.5,71.2,79.1,88.8,Good,No
PF004730,E01451,2022-06-23,E01451,82.5,58.3,65.0,80.4,Good,Yes
PF004731,E01451,2022-12-22,E01451,93.9,61.0,99.0,80.9,Good,Yes
PF004732,E01451,2023-06-22,E01451,100.0,68.9,80.8,86.7,Good,Yes
PF004733,E01451,2023-12-21,E01451,78.4,76.6,74.6,72.1,Good,No
PF004734,E01451,2024-06-20,E01451,59.2,67.9,88.1,82.7,Good,Yes
PF004735,E01451,2024-12-19,E01451,75.2,83.5,75.2,78.2,Good,No
PF004736,E01451,2025-06-19,E01451,76.6,68.3,63.0,69.1,Average,No
PF004737,E01452,2022-05-29,E01452,74.8,66.6,72.3,71.4,Good,No
PF004738,E01452,2022-11-27,E01452,90.3,69.6,89.1,70.6,Good,Yes
PF004739,E01452,2023-05-28,E01452,67.2,55.6,76.7,100.0,Good,Yes
PF004740,E01452,2023-11-26,E01452,77.4,65.9,76.8,74.6,Good,No
PF004741,E01452,2024-05-26,E01452,77.7,76.4,95.9,94.6,Good,Yes
PF004742,E01452,2024-11-24,E01452,91.1,75.1,84.5,79.4,Good,Yes
PF004743,E01452,2025-05-25,E01452,71.0,58.6,92.2,75.7,Good,No
PF004744,E01453,2022-03-18,E00045,99.4,80.0,71.0,93.8,Good,Yes
PF004745,E01453,2022-09-16,E00045,39.6,83.3,77.3,89.9,Good,No
PF004746,E01453,2023-03-17,E00045,91.6,74.7,91.3,78.5,Good,Yes
PF004747,E01453,2023-09-15,E00045,85.8,69.7,80.3,62.5,Good,No
PF004748,E01453,2024-03-15,E00045,37.7,78.5,89.7,74.5,Good,Yes
PF004749,E01453,2024-09-13,E00045,87.1,73.8,92.4,78.2,Good,Yes
PF004750,E01453,2025-03-14,E00045,71.9,66.7,83.9,66.7,Good,No
PF004751,E01456,2021-02-18,E01052,76.2,100.0,70.8,76.2,Good,No
PF004752,E01456,2021-08-19,E01052,82.9,40.5,100.0,61.3,Good,Yes
PF004753,E01456,2022-02-17,E01052,83.3,76.4,81.8,61.0,Good,No
PF004754,E01456,2022-08-18,E01052,71.3,78.9,66.8,55.8,Average,No
PF004755,E01456,2023-02-16,E01052,56.4,68.2,75.8,78.7,Average,No
PF004756,E01456,2023-08-17,E01052,65.9,58.6,84.0,87.2,Good,No
PF004757,E01456,2024-02-15,E01052,76.7,81.4,84.0,75.2,Good,Yes
PF004758,E01458,2024-10-12,E01205,65.7,59.6,91.0,64.3,Good,Yes
PF004759,E01458,2025-04-12,E01205,86.1,84.2,100.0,47.4,Good,Yes
PF004760,E01459,2021-06-15,E00555,78.9,71.6,78.6,80.6,Good,No
PF004761,E01459,2021-12-14,E00555,76.6,76.4,80.4,69.4,Good,No
PF004762,E01459,2022-06-14,E00555,91.7,56.7,95.6,56.7,Good,Yes
PF004763,E01459,2022-12-13,E00555,81.1,69.4,88.2,82.2,Good,No
PF004764,E01459,2023-06-13,E00555,64.6,75.3,91.8,62.3,Good,No
PF004765,E01459,2023-12-12,E00555,74.0,55.4,90.5,68.3,Good,No
PF004766,E01459,2024-06-11,E00555,79.9,84.3,77.8,74.2,Good,Yes
PF004767,E01459,2024-12-10,E00555,79.3,82.1,99.8,69.9,Good,No
PF004768,E01459,2025-06-10,E00555,69.9,51.9,72.3,66.6,Average,No
PF004769,E01460,2025-03-21,E00069,59.3,68.0,85.4,55.9,Average,No
PF004770,E01461,2024-11-14,E00467,91.2,61.4,92.5,63.8,Good,Yes
PF004771,E01461,2025-05-15,E00467,91.9,68.2,79.9,78.1,Good,No
PF004772,E01462,2023-08-14,E00837,62.9,25.9,89.4,76.0,Average,No
PF004773,E01462,2024-02-12,E00837,67.6,75.6,82.4,76.2,Good,Yes
PF004774,E01462,2024-08-12,E00837,87.5,67.7,63.0,59.5,Average,No
PF004775,E01462,2025-02-10,E00837,69.8,82.7,84.7,79.9,Good,No
PF004776,E01464,2022-04-04,E01464,61.1,77.2,84.0,77.6,Good,No
PF004777,E01464,2022-10-03,E01464,62.5,69.2,86.2,100.0,Good,Yes
PF004778,E01464,2023-04-03,E01464,70.8,73.0,78.5,100.0,Good,No
PF004779,E01464,2023-10-02,E01464,66.5,46.1,82.5,87.6,Good,No
PF004780,E01464,2024-04-01,E01464,81.2,82.6,83.2,81.8,Good,No
PF004781,E01464,2024-09-30,E01464,85.0,66.2,83.2,68.7,Good,No
PF004782,E01464,2025-03-31,E01464,73.3,91.2,88.0,76.7,Good,Yes
PF004783,E01465,2022-10-12,E01465,63.6,90.0,77.5,74.9,Good,Yes
PF004784,E01465,2023-04-12,E01465,84.3,77.0,84.1,65.7,Good,Yes
PF004785,E01465,2023-10-11,E01465,83.8,81.8,88.3,78.9,Good,No
PF004786,E01465,2024-04-10,E01465,100.0,59.2,67.7,82.9,Good,No
PF004787,E01465,2024-10-09,E01465,66.2,63.1,66.2,62.7,Average,No
PF004788,E01465,2025-04-09,E01465,81.0,61.4,92.1,75.7,Good,No
PF004789,E01466,2025-05-24,E00009,62.9,84.6,86.3,62.8,Good,No
PF004790,E01467,2024-12-07,E00262,76.7,57.6,73.8,61.4,Average,No
PF004791,E01467,2025-06-07,E00262,65.0,76.0,93.4,58.7,Good,No
PF004792,E01468,2023-09-08,E01468,65.2,66.3,57.6,69.7,Average,No
PF004793,E01468,2024-03-08,E01468,65.1,95.1,65.0,74.1,Good,Yes
PF004794,E01468,2024-09-06,E01468,70.3,69.3,100.0,71.8,Good,No
PF004795,E01468,2025-03-07,E01468,51.9,75.6,80.4,76.0,Good,No
PF004796,E01469,2021-04-18,E00621,56.6,58.6,81.2,63.3,Average,No
PF004797,E01469,2021-10-17,E00621,77.9,74.7,80.5,71.4,Good,Yes
PF004798,E01471,2024-03-04,E01205,59.2,65.9,81.6,88.4,Good,No
PF004799,E01471,2024-09-02,E01205,73.4,84.7,89.4,63.5,Good,Yes
PF004800,E01471,2025-03-03,E01205,74.0,68.7,78.0,88.9,Good,No
PF004801,E01472,2024-05-25,E00048,68.1,100.0,83.8,82.1,Good,No
PF004802,E01472,2024-11-23,E00048,64.2,54.6,86.2,80.5,Good,No
PF004803,E01472,2025-05-24,E00048,65.8,71.1,80.9,80.0,Good,Yes
PF004804,E01473,2020-10-23,E01455,91.1,91.8,80.6,58.8,Good,No
PF004805,E01473,2021-04-23,E01455,62.9,87.5,89.4,57.5,Good,No
PF004806,E01473,2021-10-22,E01455,85.5,66.2,81.8,91.8,Good,No
PF004807,E01474,2024-02-06,E01095,78.6,74.7,74.9,70.5,Good,Yes
PF004808,E01474,2024-08-06,E01095,91.3,75.3,69.3,63.6,Good,No
PF004809,E01474,2025-02-04,E01095,83.0,61.2,75.9,87.3,Good,No
PF004810,E01475,2024-02-24,E01226,73.6,79.7,84.9,85.6,Good,No
PF004811,E01475,2024-08-24,E01226,61.4,74.6,83.1,59.7,Average,No
PF004812,E01475,2025-02-22,E01226,88.4,56.6,79.6,81.8,Good,Yes
PF004813,E01478,2021-04-20,E01238,79.0,96.3,96.0,72.3,Good,Yes
PF004814,E01478,2021-10-19,E01238,73.5,67.8,81.6,79.7,Good,No
PF004815,E01478,2022-04-19,E01238,84.6,63.8,86.9,74.0,Good,No
PF004816,E01478,2022-10-18,E01238,67.3,81.9,78.9,75.8,Good,Yes
PF004817,E01478,2023-04-18,E01238,71.7,76.5,67.0,71.5,Good,No
PF004818,E01478,2023-10-17,E01238,67.4,91.8,76.6,64.2,Good,Yes
PF004819,E01478,2024-04-16,E01238,79.6,79.8,85.1,84.0,Good,Yes
PF004820,E01478,2024-10-15,E01238,62.5,77.0,81.9,76.5,Good,No
PF004821,E01478,2025-04-15,E01238,92.2,68.6,84.7,41.8,Good,Yes
PF004822,E01479,2024-04-02,E01479,83.0,72.3,70.8,77.0,Good,No
PF004823,E01479,2024-10-01,E01479,93.9,72.3,84.3,85.6,Good,No
PF004824,E01479,2025-04-01,E01479,92.9,64.1,73.8,94.1,Good,No
PF004825,E01480,2023-07-17,E01480,75.4,75.1,100.0,58.2,Good,No
PF004826,E01480,2024-01-15,E01480,77.9,85.8,63.0,75.7,Good,Yes
PF004827,E01480,2024-07-15,E01480,75.4,79.7,82.0,73.4,Good,Yes
PF004828,E01481,2023-08-17,E00413,81.1,82.5,100.0,76.1,Good,Yes
PF004829,E01481,2024-02-15,E00413,87.8,78.6,85.5,85.3,Good,No
PF004830,E01481,2024-08-15,E00413,63.6,78.6,83.2,67.3,Good,No
PF004831,E01481,2025-02-13,E00413,97.2,83.9,71.7,64.5,Good,No
PF004832,E01482,2023-09-10,E00513,87.8,82.3,79.0,82.8,Good,No
PF004833,E01482,2024-03-10,E00513,77.5,60.4,72.7,69.7,Good,No
PF004834,E01483,2025-03-17,E00099,85.7,77.7,100.0,83.2,Good,No
PF004835,E01484,2025-03-22,E01484,100.0,65.3,98.9,66.7,Good,No
PF004836,E01485,2024-01-14,E01206,80.1,83.2,75.5,86.4,Good,No
PF004837,E01485,2024-07-14,E01206,76.8,40.9,78.1,66.3,Average,No
PF004838,E01485,2025-01-12,E01206,78.0,38.4,69.3,83.0,Average,No
PF004839,E01486,2023-01-23,E01486,63.3,83.7,84.9,61.7,Good,Yes
PF004840,E01486,2023-07-24,E01486,98.7,93.2,81.4,83.7,Good,No
PF004841,E01486,2024-01-22,E01486,80.0,94.7,88.3,60.2,Good,Yes
PF004842,E01486,2024-07-22,E01486,86.2,74.6,59.1,71.0,Good,No
PF004843,E01486,2025-01-20,E01486,75.6,80.4,83.3,93.7,Good,No
PF004844,E01487,2024-04-30,E01335,71.8,67.4,73.9,83.3,Good,Yes
PF004845,E01488,2022-06-23,E01157,92.3,97.0,74.2,77.8,Good,No
PF004846,E01488,2022-12-22,E01157,61.4,95.7,89.1,79.7,Good,No
PF004847,E01488,2023-06-22,E01157,68.5,85.6,75.1,67.2,Good,No
PF004848,E01488,2023-12-21,E01157,83.0,97.9,84.2,94.9,Good,No
PF004849,E01488,2024-06-20,E01157,71.1,79.1,77.4,70.7,Good,No
PF004850,E01488,2024-12-19,E01157,83.6,75.6,91.8,90.4,Good,No
PF004851,E01488,2025-06-19,E01157,58.9,66.1,94.3,80.8,Good,No
PF004852,E01489,2023-08-14,E00911,84.0,87.7,58.2,98.6,Good,No
PF004853,E01489,2024-02-12,E00911,74.4,80.8,66.7,67.1,Good,No
PF004854,E01489,2024-08-12,E00911,73.6,75.2,79.3,86.6,Good,No
PF004855,E01489,2025-02-10,E00911,74.3,70.3,88.2,79.6,Good,No
PF004856,E01490,2022-11-13,E01490,84.7,76.0,88.7,67.6,Good,No
PF004857,E01490,2023-05-14,E01490,72.2,82.9,92.2,65.6,Good,Yes
PF004858,E01490,2023-11-12,E01490,77.6,89.6,80.8,61.6,Good,No
PF004859,E01490,2024-05-12,E01490,71.7,79.9,80.7,90.6,Good,No
PF004860,E01490,2024-11-10,E01490,75.4,82.6,69.5,89.4,Good,No
PF004861,E01490,2025-05-11,E01490,69.9,54.6,47.5,69.5,Average,No
PF004862,E01491,2025-01-15,E01275,70.0,87.0,76.3,83.6,Good,No
PF004863,E01492,2022-12-27,E01492,73.2,75.4,91.0,100.0,Good,No
PF004864,E01492,2023-06-27,E01492,97.6,74.3,74.9,78.8,Good,No
PF004865,E01493,2020-09-28,E01493,69.4,75.2,85.0,79.6,Good,No
PF004866,E01493,2021-03-29,E01493,95.5,66.9,86.6,79.4,Good,No
PF004867,E01493,2021-09-27,E01493,98.4,50.1,68.1,75.3,Good,No
PF004868,E01493,2022-03-28,E01493,80.3,100.0,78.6,88.1,Good,No
PF004869,E01493,2022-09-26,E01493,75.9,76.5,74.3,93.5,Good,Yes
PF004870,E01493,2023-03-27,E01493,76.6,50.2,73.8,62.0,Average,No
PF004871,E01495,2022-12-20,E00003,83.9,60.2,75.5,56.7,Average,No
PF004872,E01495,2023-06-20,E00003,79.9,76.8,75.6,81.0,Good,No
PF004873,E01497,2024-06-14,E00034,75.2,83.2,68.9,75.2,Good,No
PF004874,E01497,2024-12-13,E00034,71.6,45.9,77.3,76.2,Average,No
PF004875,E01497,2025-06-13,E00034,72.1,73.7,96.1,65.4,Good,No
PF004876,E01498,2022-09-10,E00720,82.0,79.3,74.2,78.1,Good,No
PF004877,E01498,2023-03-11,E00720,53.9,77.0,72.0,74.7,Average,No
PF004878,E01498,2023-09-09,E00720,99.7,67.6,70.7,69.4,Good,No
PF004879,E01498,2024-03-09,E00720,87.7,73.1,76.9,79.0,Good,Yes
PF004880,E01499,2020-10-19,E01499,86.2,69.0,65.9,80.7,Good,Yes
PF004881,E01499,2021-04-19,E01499,75.7,63.1,94.4,61.0,Good,No
PF004882,E01499,2021-10-18,E01499,73.3,100.0,60.3,81.9,Good,No
PF004883,E01499,2022-04-18,E01499,60.4,84.6,100.0,82.3,Good,Yes
PF004884,E01499,2022-10-17,E01499,47.4,81.4,66.5,63.2,Average,No
PF004885,E01499,2023-04-17,E01499,53.2,96.0,81.1,63.9,Good,No
PF004886,E01499,2023-10-16,E01499,71.0,72.4,76.5,68.9,Good,No
PF004887,E01499,2024-04-15,E01499,79.3,67.9,89.0,64.8,Good,No
PF004888,E01499,2024-10-14,E01499,74.1,64.5,93.3,82.3,Good,No
PF004889,E01499,2025-04-14,E01499,79.1,76.7,89.6,81.1,Good,Yes
PF004890,E01500,2021-06-20,E00015,90.4,86.7,67.0,59.7,Good,No
PF004891,E01501,2022-04-10,E00646,81.1,75.6,100.0,69.6,Good,No
PF004892,E01502,2024-12-15,E00139,73.5,52.8,80.4,62.3,Average,No
PF004893,E01502,2025-06-15,E00139,68.6,73.9,65.1,68.4,Average,No
PF004894,E01503,2022-01-11,E00659,73.9,86.1,79.3,80.3,Good,No
PF004895,E01503,2022-07-12,E00659,77.6,90.5,91.0,63.3,Good,No
PF004896,E01503,2023-01-10,E00659,80.9,63.3,71.3,63.2,Average,No
PF004897,E01503,2023-07-11,E00659,69.4,73.9,79.9,64.1,Good,No
PF004898,E01503,2024-01-09,E00659,88.1,87.2,91.3,74.4,Good,No
PF004899,E01503,2024-07-09,E00659,78.8,81.8,79.3,77.5,Good,Yes
PF004900,E01503,2025-01-07,E00659,84.3,68.7,74.1,64.9,Good,Yes
PF004901,E01505,2021-08-03,E01505,82.8,64.9,71.9,54.6,Average,No
PF004902,E01505,2022-02-01,E01505,72.9,91.7,80.7,60.1,Good,No
PF004903,E01505,2022-08-02,E01505,55.5,72.6,77.1,72.7,Average,No
PF004904,E01505,2023-01-31,E01505,64.8,65.6,75.9,84.4,Good,No
PF004905,E01505,2023-08-01,E01505,88.0,93.6,79.5,73.9,Good,Yes
PF004906,E01506,2025-02-15,E00872,86.2,96.5,85.7,61.8,Good,No
PF004907,E01507,2021-11-01,E00552,76.8,81.0,75.3,65.9,Good,Yes
PF004908,E01508,2023-12-21,E00646,94.5,68.4,77.7,88.6,Good,No
PF004909,E01508,2024-06-20,E00646,88.3,69.0,80.0,75.1,Good,No
PF004910,E01508,2024-12-19,E00646,52.7,70.2,69.2,62.4,Average,No
PF004911,E01508,2025-06-19,E00646,77.4,90.8,86.5,97.4,Good,Yes
PF004912,E01509,2021-08-27,E00997,84.3,85.0,73.9,58.1,Good,No
PF004913,E01509,2022-02-25,E00997,77.0,72.0,89.4,87.1,Good,No
PF004914,E01510,2021-12-16,E00454,78.2,71.1,59.9,86.0,Good,No
PF004915,E01510,2022-06-16,E00454,72.1,71.4,72.5,68.2,Good,Yes
PF004916,E01510,2022-12-15,E00454,93.0,60.5,94.8,79.9,Good,No
PF004917,E01510,2023-06-15,E00454,59.4,65.3,74.9,58.9,Average,No
PF004918,E01510,2023-12-14,E00454,54.5,70.2,74.3,66.9,Average,No
PF004919,E01511,2023-01-23,E00758,79.4,51.7,82.5,58.9,Average,No
PF004920,E01511,2023-07-24,E00758,88.2,82.9,80.5,89.0,Good,Yes
PF004921,E01511,2024-01-22,E00758,82.2,52.3,79.4,87.2,Good,No
PF004922,E01511,2024-07-22,E00758,90.1,91.6,74.7,89.2,Good,No
PF004923,E01511,2025-01-20,E00758,72.1,54.3,85.3,82.7,Good,Yes
PF004924,E01513,2022-10-03,E00029,74.0,77.8,83.9,53.9,Good,No
PF004925,E01513,2023-04-03,E00029,68.0,83.2,79.5,81.8,Good,No
PF004926,E01513,2023-10-02,E00029,71.2,55.8,88.5,91.0,Good,Yes
PF004927,E01513,2024-04-01,E00029,72.6,79.9,100.0,71.1,Good,Yes
PF004928,E01514,2022-12-01,E00074,65.2,70.1,83.3,73.7,Good,No
PF004929,E01514,2023-06-01,E00074,83.2,81.9,79.5,73.2,Good,No
PF004930,E01514,2023-11-30,E00074,88.2,85.7,61.7,78.4,Good,No
PF004931,E01514,2024-05-30,E00074,86.2,91.9,83.1,82.6,Good,No
PF004932,E01514,2024-11-28,E00074,75.7,97.2,81.4,85.7,Good,No
PF004933,E01514,2025-05-29,E00074,82.2,67.2,63.2,61.5,Average,No
PF004934,E01515,2022-10-13,E00755,56.4,75.1,86.1,62.6,Good,Yes
PF004935,E01515,2023-04-13,E00755,77.6,78.5,82.9,87.6,Good,No
PF004936,E01515,2023-10-12,E00755,73.8,63.0,63.7,77.4,Average,No
PF004937,E01515,2024-04-11,E00755,62.8,67.7,82.1,52.4,Average,No
PF004938,E01515,2024-10-10,E00755,74.9,83.4,86.7,70.7,Good,No
PF004939,E01516,2024-08-22,E00906,85.5,83.6,91.3,87.6,Good,No
PF004940,E01516,2025-02-20,E00906,71.2,75.9,91.3,79.3,Good,Yes
PF004941,E01517,2023-01-22,E01517,82.8,60.4,88.5,86.9,Good,Yes
PF004942,E01517,2023-07-23,E01517,82.6,59.3,69.3,77.5,Good,No
PF004943,E01517,2024-01-21,E01517,74.2,70.2,85.0,65.5,Good,No
PF004944,E01518,2022-10-28,E01518,84.9,79.9,75.7,73.8,Good,No
PF004945,E01518,2023-04-28,E01518,71.9,76.6,77.5,73.7,Good,No
PF004946,E01518,2023-10-27,E01518,78.1,62.7,76.1,81.0,Good,No
PF004947,E01518,2024-04-26,E01518,77.5,61.6,81.5,78.1,Good,No
PF004948,E01518,2024-10-25,E01518,81.7,76.8,89.5,71.1,Good,Yes
PF004949,E01518,2025-04-25,E01518,76.9,74.4,93.7,77.6,Good,Yes
PF004950,E01519,2023-02-19,E00736,70.3,52.1,93.2,80.5,Good,No
PF004951,E01519,2023-08-20,E00736,69.2,76.0,82.4,62.3,Good,No
PF004952,E01519,2024-02-18,E00736,80.9,66.4,74.6,100.0,Good,Yes
PF004953,E01519,2024-08-18,E00736,65.2,69.8,78.5,69.4,Good,Yes
PF004954,E01519,2025-02-16,E00736,85.8,94.4,77.1,60.3,Good,No
PF004955,E01520,2024-06-06,E01520,67.0,84.5,75.2,80.5,Good,No
PF004956,E01520,2024-12-05,E01520,89.7,81.4,79.2,59.6,Good,No
PF004957,E01520,2025-06-05,E01520,75.2,57.6,86.4,77.5,Good,No
PF004958,E01522,2023-10-20,E01323,77.8,89.9,75.8,81.8,Good,No
PF004959,E01522,2024-04-19,E01323,78.3,48.1,96.2,78.6,Good,No
PF004960,E01523,2021-07-28,E01523,63.9,88.4,63.6,55.8,Average,No
PF004961,E01523,2022-01-26,E01523,78.8,83.5,72.0,79.0,Good,No
PF004962,E01523,2022-07-27,E01523,81.4,74.3,64.9,80.0,Good,No
PF004963,E01523,2023-01-25,E01523,65.6,75.0,90.5,81.6,Good,No
PF004964,E01523,2023-07-26,E01523,89.1,58.4,80.0,77.1,Good,Yes
PF004965,E01523,2024-01-24,E01523,92.4,67.4,81.0,83.6,Good,Yes
PF004966,E01525,2023-01-09,E00298,77.7,70.9,89.5,68.7,Good,No
PF004967,E01525,2023-07-10,E00298,84.2,63.8,83.5,87.4,Good,Yes
PF004968,E01525,2024-01-08,E00298,75.6,63.4,75.3,62.0,Average,No
PF004969,E01525,2024-07-08,E00298,80.1,84.0,56.1,75.7,Good,No
PF004970,E01525,2025-01-06,E00298,75.9,58.9,100.0,86.5,Good,No
